Stock,Date,Stock Price,Dividend Amount,Dividend Yield
COP,2021-02-11,45.10599899291992,0.43,0.009533100022183194,Quarterly
COP,2021-05-13,53.09188461303711,0.43,0.008099166249871836,Quarterly
COP,2021-07-23,54.582763671875,0.43,0.00787794481395172,Quarterly
COP,2021-10-27,73.85256958007812,0.46,0.006228625525361353,Quarterly
COP,2021-12-31,71.8187484741211,0.2,0.002784788154197191,Quarterly
COP,2022-02-11,93.5199966430664,0.46,0.0049187341372098365,Quarterly
ED,2020-02-18,87.05469512939453,0.765,0.008787578876279279,Quarterly
ED,2020-05-12,66.7575912475586,0.765,0.011459370922523766,Quarterly
ED,2020-08-18,69.10929107666016,0.765,0.01106942334499447,Quarterly
ED,2020-11-17,75.3652572631836,0.765,0.010150565761734716,Quarterly
ED,2021-02-16,67.35077667236328,0.775,0.011506920013262647,Quarterly
ED,2021-05-18,75.48753356933594,0.775,0.010266595864973598,Quarterly
ED,2021-08-17,75.75228118896484,0.775,0.010230715007337595,Quarterly
ED,2021-11-16,76.78233337402344,0.775,0.010093467676018734,Quarterly
ED,2022-02-15,81.36000061035156,0.79,0.00970993109726559,Quarterly
STZ,2020-02-10,194.20216369628906,0.75,0.003861954911959261,Quarterly
STZ,2020-05-04,159.6886444091797,0.75,0.004696639531100474,Quarterly
STZ,2020-08-10,167.92877197265625,0.75,0.004466179268684953,Quarterly
STZ,2020-11-05,180.46009826660156,0.75,0.004156043397981488,Quarterly
STZ,2021-02-08,225.60931396484375,0.75,0.003324330839093243,Quarterly
STZ,2021-05-03,240.5699920654297,0.76,0.003159163757187542,Quarterly
STZ,2021-08-09,215.7498016357422,0.76,0.003522598835493412,Quarterly
STZ,2021-11-04,218.6584014892578,0.76,0.0034757411323952125,Quarterly
STZ,2022-02-08,238.89999389648438,0.76,0.003181247465118433,Quarterly
COO,2020-01-22,89.87648010253906,0.03,0.0003337914431648117,Semi-Annually
COO,2020-07-22,72.3743896484375,0.03,0.00041451126766977404,Semi-Annually
COO,2021-01-21,94.16653442382812,0.03,0.00031858451820022303,Semi-Annually
COO,2021-07-26,101.37193298339844,0.03,0.00029593990286160433,Semi-Annually
COO,2022-01-20,98.38500213623047,0.03,0.00030492452455771653,Semi-Annually
GLW,2020-02-27,22.790407180786133,0.22,0.009653184265416503,Quarterly
GLW,2020-05-28,22.069067001342773,0.22,0.00996870415893043,Quarterly
GLW,2020-08-27,30.970510482788086,0.22,0.007103531603790172,Quarterly
GLW,2020-11-12,33.85720443725586,0.22,0.006497878476874953,Quarterly
GLW,2021-02-25,36.781883239746094,0.24,0.006524951385323812,Quarterly
GLW,2021-05-27,42.509212493896484,0.24,0.005645835006575561,Quarterly
GLW,2021-08-30,39.543121337890625,0.24,0.006069323611285827,Quarterly
GLW,2021-11-10,37.617591857910156,0.24,0.006379993724918179,Quarterly
GLW,2022-02-25,41.099998474121094,0.27,0.0065693433095869195,Quarterly
CTVA,2020-03-02,27.445068359375,0.13,0.004736734421562958,Quarterly
CTVA,2020-05-14,22.790884017944336,0.13,0.005704034994765665,Quarterly
CTVA,2020-08-13,26.43959617614746,0.13,0.004916867834663821,Quarterly
CTVA,2020-11-12,34.55698013305664,0.13,0.0037619027906794474,Quarterly
CTVA,2021-02-26,44.630123138427734,0.13,0.0029128308608242785,Quarterly
CTVA,2021-05-13,45.52223587036133,0.13,0.002855747252182764,Quarterly
CTVA,2021-08-12,45.801212310791016,0.14,0.0030566876494449308,Quarterly
CTVA,2021-11-10,47.55123519897461,0.14,0.0029441927094886267,Quarterly
CTVA,2022-02-28,52.029998779296875,0.14,0.0026907553965906886,Quarterly
COST,2020-02-06,298.9707336425781,0.65,0.0021741258486426976,Quarterly
COST,2020-04-30,292.312255859375,0.7,0.002394699455696974,Quarterly
COST,2020-07-30,314.03662109375,0.7,0.0022290393953481864,Quarterly
COST,2020-10-29,353.42523193359375,0.7,0.001980616936063935,Quarterly
COST,2020-12-01,385.247314453125,10.0,0.02595735161501496,Quarterly
COST,2021-02-04,354.4250183105469,0.7,0.0019750298760982518,Quarterly
COST,2021-04-29,372.8410949707031,0.79,0.0021188651429694897,Quarterly
COST,2021-07-29,425.2799987792969,0.79,0.0018575997043537853,Quarterly
CCI,2020-03-12,135.19651794433594,1.2,0.008875968244197476,Quarterly
CCI,2020-06-11,153.5302734375,1.2,0.007816048087014598,Quarterly
CCI,2020-09-14,154.16180419921875,1.2,0.007784029294631733,Quarterly
CCI,2020-12-14,150.64865112304688,1.33,0.008828489270134136,Quarterly
CCI,2021-03-12,155.36329650878906,1.33,0.008560580458105564,Quarterly
CCI,2021-06-11,191.5502166748047,1.33,0.006943348971815285,Quarterly
CCI,2021-09-14,187.84942626953125,1.33,0.00708013873884119,Quarterly
CCI,2021-12-14,194.89999389648438,1.47,0.007542329635888798,Quarterly
CSX,2020-02-27,23.71770477294922,0.08667,0.003654232179281101,Quarterly
CSX,2020-05-28,23.465858459472656,0.08667,0.0036934510684825685,Quarterly
CSX,2020-08-28,25.469568252563477,0.08667,0.003402884538149828,Quarterly
CSX,2020-11-27,30.254175186157227,0.08667,0.0028647285694192643,Quarterly
CSX,2021-02-25,30.64433479309082,0.09333,0.0030455874023750224,Quarterly
CSX,2021-05-27,33.290000915527344,0.09333,0.0028035445308885044,Quarterly
CMI,2020-02-20,158.9703826904297,1.311,0.008246819173562476,Quarterly
CMI,2020-05-21,151.09100341796875,1.311,0.008676889889819125,Quarterly
CMI,2020-08-20,201.68380737304688,1.311,0.006500273953947592,Quarterly
CMI,2020-11-19,226.2873077392578,1.35,0.00596586708060336,Quarterly
CMI,2021-02-18,235.88348388671875,1.35,0.005723164580053122,Quarterly
CMI,2021-05-20,250.36402893066406,1.35,0.005392148407924326,Quarterly
CMI,2021-08-19,228.5586700439453,1.45,0.006344104118742056,Quarterly
CMI,2021-11-18,226.61891174316406,1.45,0.006398406862192246,Quarterly
CMI,2022-02-17,218.69000244140625,1.45,0.006630389975822051,Quarterly
CVS,2020-01-22,70.0541763305664,0.5,0.007137333221086455,Quarterly
CVS,2020-04-22,57.602325439453125,0.5,0.008680205116468071,Quarterly
CVS,2020-07-22,61.35160827636719,0.5,0.008149745606466871,Quarterly
CVS,2020-10-21,57.45825958251953,0.5,0.008701969109974826,Quarterly
CVS,2021-01-21,72.3447494506836,0.5,0.006911351601830386,Quarterly
CVS,2021-04-22,74.88372039794922,0.5,0.0066770186810015,Quarterly
CVS,2021-07-22,81.71587371826172,0.5,0.006118762209211512,Quarterly
CVS,2021-10-21,86.39820098876953,0.5,0.005787157536590287,Quarterly
CVS,2022-01-20,102.38999938964844,0.55,0.005371618354122236,Quarterly
DHR,2020-03-26,122.11964416503906,0.18,0.0014739643341634562,Quarterly
DHR,2020-06-25,151.7944793701172,0.18,0.0011858138764131857,Quarterly
DHR,2020-09-25,182.8470458984375,0.18,0.000984429357967211,Quarterly
DHR,2020-12-24,195.6753692626953,0.18,0.000919890943240531,Quarterly
DHR,2021-03-25,193.41046142578125,0.21,0.0010857737397032413,Quarterly
DHR,2021-06-24,236.6542510986328,0.21,0.0008873704952482604,Quarterly
DHR,2021-09-29,271.6183166503906,0.21,0.0007731437356277348,Quarterly
DHR,2021-12-29,289.5212707519531,0.21,0.0007253353076773318,Quarterly
DRI,2020-01-09,110.5652084350586,0.88,0.007959104065876884,Semi-Annually
DRI,2020-10-08,100.21968078613281,0.3,0.0029934240225749187,Semi-Annually
DRI,2021-01-07,120.52972412109375,0.37,0.0030697821860794154,Semi-Annually
DRI,2021-04-08,142.5792999267578,0.88,0.006172003933614845,Semi-Annually
DRI,2021-07-08,141.87701416015625,1.1,0.007753193894807214,Semi-Annually
DRI,2021-10-07,154.63748168945312,1.1,0.00711341123757465,Semi-Annually
DRI,2022-01-07,145.66000366210938,1.1,0.007551832845972554,Semi-Annually
DE,2020-03-30,138.09487915039062,0.76,0.0055034625807690585,Quarterly
DE,2020-06-29,151.0681915283203,0.76,0.0050308406575286565,Quarterly
DE,2020-09-29,217.13943481445312,0.76,0.0035000551633996113,Quarterly
DE,2020-12-30,263.22857666015625,0.76,0.0028872245165888857,Quarterly
DE,2021-03-30,370.722412109375,0.9,0.002427692447508329,Quarterly
DE,2021-06-29,346.8382263183594,0.9,0.0025948696876736386,Quarterly
DE,2021-09-29,349.8043212890625,1.05,0.003001678184336458,Quarterly
DE,2021-12-30,342.0299987792969,1.05,0.0030699061595399354,Quarterly
DAL,2020-02-19,58.5099983215332,0.403,0.0068877116998939565,Irregular
DVN,2020-03-12,6.556586265563965,0.09,0.013726655359160235,Quarterly
DVN,2020-06-12,11.648953437805176,0.11,0.0094429083769027,Quarterly
DVN,2020-08-13,11.00398063659668,0.26,0.02362781329651749,Quarterly
DVN,2020-09-11,8.441314697265625,0.11,0.013031145496285316,Quarterly
DVN,2020-12-10,15.703329086303711,0.11,0.007004884085116761,Quarterly
DVN,2021-03-12,23.264896392822266,0.3,0.01289496393770989,Quarterly
DVN,2021-06-11,28.429040908813477,0.34,0.01195960148956676,Quarterly
DVN,2021-09-10,27.61372947692871,0.38,0.013761270469368878,Quarterly
DVN,2021-12-09,42.31999969482422,0.73,0.017249527534596833,Quarterly
FANG,2020-03-02,59.703121185302734,0.375,0.006281078653092507,Quarterly
FANG,2020-05-13,36.64425277709961,0.375,0.010233528359305277,Quarterly
FANG,2020-08-12,43.58640670776367,0.375,0.008603599799228333,Quarterly
FANG,2020-11-10,33.37187957763672,0.375,0.011237005669027295,Quarterly
FANG,2021-03-03,74.0668716430664,0.4,0.005400525108278217,Quarterly
FANG,2021-05-12,79.4800033569336,0.4,0.005032712419546032,Quarterly
DLR,2020-03-16,121.4571762084961,1.12,0.009221357147949687,Quarterly
DLR,2020-06-12,129.82211303710938,1.12,0.008627189727530089,Quarterly
DLR,2020-09-14,138.79364013671875,1.12,0.008069534013927033,Quarterly
DLR,2020-12-14,124.287841796875,1.12,0.009011339997603535,Quarterly
DLR,2021-03-12,131.33656311035156,1.16,0.008832270104596427,Quarterly
DLR,2021-06-14,160.02261352539062,1.16,0.007248975469432287,Quarterly
DLR,2021-09-14,153.1664581298828,1.16,0.007573459712806949,Quarterly
DLR,2021-12-14,167.24000549316406,1.16,0.006936139451678115,Quarterly
DFS,2020-02-19,72.16224670410156,0.44,0.00609737113374813,Quarterly
DFS,2020-05-20,39.6042594909668,0.44,0.011109916096281465,Quarterly
DFS,2020-08-19,49.49585723876953,0.44,0.008889632881342504,Quarterly
DFS,2020-11-18,74.53766632080078,0.44,0.005903055753131512,Quarterly
DFS,2021-02-17,90.25509643554688,0.44,0.00487507096415562,Quarterly
DFS,2021-05-19,113.29578399658203,0.44,0.003883639659647654,Quarterly
DFS,2021-08-18,128.0800323486328,0.5,0.003903809132706994,Quarterly
DFS,2021-11-23,118.90199279785156,0.5,0.004205143986527318,Quarterly
DFS,2022-02-16,126.81999969482422,0.5,0.003942595814565406,Quarterly
DG,2020-01-06,152.18746948242188,0.32,0.0021026698261578033,Quarterly
DG,2020-04-06,167.4390869140625,0.36,0.002150035613755877,Quarterly
DG,2020-07-06,185.052734375,0.36,0.0019453914108098409,Quarterly
DG,2020-10-05,211.17160034179688,0.36,0.0017047746923227996,Quarterly
DG,2021-01-04,208.08074951171875,0.36,0.001730097574354063,Quarterly
DG,2021-04-05,206.5944366455078,0.42,0.0020329685872455096,Quarterly
DG,2021-07-02,217.702880859375,0.42,0.0019292349202824682,Quarterly
DG,2021-10-04,205.8227996826172,0.42,0.0020405902584536223,Quarterly
DG,2022-01-03,235.47999572753906,0.42,0.0017835909954999271,Quarterly
D,2020-02-27,75.53028869628906,0.94,0.012445338369879471,Quarterly
D,2020-06-04,79.81755065917969,0.94,0.011776858500880245,Quarterly
D,2020-09-03,75.09571075439453,0.94,0.01251735938786613,Quarterly
D,2020-12-03,75.12433624267578,0.63,0.008386097388799514,Quarterly
D,2021-03-04,65.75422668457031,0.63,0.009581133134181227,Quarterly
D,2021-06-03,74.79340362548828,0.63,0.00842320270855152,Quarterly
D,2021-09-02,77.53742980957031,0.63,0.00812510811291091,Quarterly
D,2021-12-02,71.24178314208984,0.63,0.00884312509055931,Quarterly
D,2022-03-03,80.72000122070312,0.6675,0.008269325940356887,Quarterly
DPZ,2020-03-12,312.5919189453125,0.78,0.0024952660408871924,Quarterly
DPZ,2020-06-12,373.5233459472656,0.78,0.002088222887439333,Quarterly
DPZ,2020-09-14,384.5263977050781,0.78,0.002028469318765054,Quarterly
DPZ,2020-12-14,380.0640563964844,0.78,0.0020522856262584874,Quarterly
DPZ,2021-03-12,359.068603515625,0.94,0.002617884133551363,Quarterly
DPZ,2021-06-14,446.5532531738281,0.94,0.002105012097256158,Quarterly
DPZ,2021-09-14,506.07318115234375,0.94,0.0018574388744718538,Quarterly
DPZ,2021-12-14,523.1500244140625,0.94,0.00179680771505806,Quarterly
DOV,2020-02-27,102.15086364746094,0.49,0.004796826796208682,Quarterly
DOV,2020-05-28,94.6587142944336,0.49,0.0051764911836417625,Quarterly
DOV,2020-08-28,109.1424560546875,0.495,0.004535356981081429,Quarterly
DOV,2020-11-27,121.87739562988281,0.495,0.004061458627678718,Quarterly
DOV,2021-02-25,122.7551040649414,0.495,0.004032418886127366,Quarterly
DOV,2021-05-27,148.90150451660156,0.495,0.003324345187827237,Quarterly
DOV,2021-08-30,174.71261596679688,0.5,0.002861842559183145,Quarterly
DOV,2021-11-29,171.24708557128906,0.5,0.0029197577192743127,Quarterly
DOV,2022-02-25,159.02000427246094,0.5,0.003144258499347745,Quarterly
DOW,2020-02-27,35.727420806884766,0.7,0.01959279411138204,Quarterly
DOW,2020-05-28,35.594329833984375,0.7,0.019666053645759653,Quarterly
DOW,2020-08-28,42.99555969238281,0.7,0.01628075096610531,Quarterly
DOW,2020-11-27,52.37508773803711,0.7,0.013365132742138186,Quarterly
DOW,2021-02-25,58.644752502441406,0.7,0.011936276821542706,Quarterly
DOW,2021-05-27,66.29951477050781,0.7,0.010558146653456094,Quarterly
DOW,2021-08-30,62.449031829833984,0.7,0.011209140950454041,Quarterly
DOW,2021-11-29,56.18217468261719,0.7,0.012459467864218872,Quarterly
DOW,2022-02-25,59.650001525878906,0.7,0.01173512124213958,Quarterly
DHI,2020-02-07,59.46866226196289,0.175,0.002942726359458279,Quarterly
DHI,2020-05-08,48.76498794555664,0.175,0.003588640280099682,Quarterly
DHI,2020-08-11,68.06229400634766,0.175,0.0025711739892822164,Quarterly
DHI,2020-12-03,71.52206420898438,0.2,0.0027963398737431383,Quarterly
DHI,2021-02-16,78.25765991210938,0.2,0.002555660368897033,Quarterly
DHI,2021-05-07,103.14935302734375,0.2,0.0019389360585420467,Quarterly
DHI,2021-08-09,93.7543716430664,0.2,0.0021332338588052496,Quarterly
DHI,2021-12-03,102.26795959472656,0.225,0.002200102562832417,Quarterly
DHI,2022-02-16,85.30000305175781,0.225,0.0026377490263801736,Quarterly
DTE,2020-03-13,77.42059326171875,0.86213,0.011135667703883216,Quarterly
DTE,2020-06-12,85.17031860351562,0.86213,0.010122423094521726,Quarterly
DTE,2020-09-18,91.6062240600586,0.86213,0.009411260084628888,Quarterly
DTE,2020-12-18,100.39497375488281,0.9234,0.009197671611075943,Quarterly
DTE,2021-03-12,105.97743225097656,0.9234,0.008713175818538395,Quarterly
DTE,2021-06-18,110.5973892211914,0.9234,0.008349202512848004,Quarterly
DTE,2021-09-17,113.16155242919922,0.825,0.0072904620190339855,Quarterly
DTE,2021-12-17,116.5999984741211,0.885,0.007590051557302741,Quarterly
DUK,2020-02-13,92.23712158203125,0.945,0.010245332722786264,Quarterly
DUK,2020-05-14,76.71299743652344,0.945,0.01231864262352602,Quarterly
DUK,2020-08-13,78.01597595214844,0.965,0.012369261400919838,Quarterly
DUK,2020-11-12,89.7589340209961,0.965,0.010751018943409806,Quarterly
DUK,2021-02-11,87.00751495361328,0.965,0.011090995996316811,Quarterly
DUK,2021-05-13,100.0667495727539,0.965,0.009643562962923994,Quarterly
DUK,2021-08-12,103.63290405273438,0.985,0.009504703250415287,Quarterly
DUK,2021-11-10,100.61412048339844,0.985,0.009789878351742162,Quarterly
DUK,2022-02-17,98.7300033569336,0.985,0.009976703803391754,Quarterly
DD,2020-02-27,43.4600715637207,0.3,0.006902887850981633,Quarterly
DD,2020-05-28,48.99327850341797,0.3,0.006123288931951569,Quarterly
DD,2020-07-30,52.43936538696289,0.3,0.0057208930311461,Quarterly
DD,2020-11-27,63.24695587158203,0.3,0.0047433112924695755,Quarterly
DD,2021-02-26,69.20882415771484,0.3,0.0043347073678979475,Quarterly
DD,2021-05-27,83.68175506591797,0.3,0.0035850108516926223,Quarterly
DD,2021-07-29,74.47065734863281,0.3,0.004028432280321581,Quarterly
DD,2021-11-29,76.70358276367188,0.3,0.003911160198661347,Quarterly
DD,2022-02-25,78.06999969482422,0.33,0.004226975807480091,Quarterly
EMN,2020-03-13,44.081573486328125,0.66,0.01497224231809009,Quarterly
EMN,2020-06-12,66.94351959228516,0.66,0.009859057366862156,Quarterly
EMN,2020-09-14,78.52265167236328,0.66,0.008405217933213183,Quarterly
EMN,2020-12-14,97.78398895263672,0.69,0.007056369937354599,Quarterly
EMN,2021-03-12,115.17598724365234,0.69,0.005990832086729326,Quarterly
EMN,2021-06-14,120.53221893310547,0.69,0.005724610449451238,Quarterly
EMN,2021-09-14,103.80818939208984,0.69,0.006646874432939274,Quarterly
EMN,2021-12-14,115.87000274658203,0.76,0.006559074669758897,Quarterly
ETN,2020-03-12,72.7121810913086,0.73,0.010039583313878313,Quarterly
ETN,2020-05-13,71.4218978881836,0.73,0.010220954939378262,Quarterly
ETN,2020-08-13,98.77163696289062,0.73,0.007390785679438192,Quarterly
ETN,2020-11-05,107.67423248291016,0.73,0.006779709343327468,Quarterly
ETN,2021-03-15,137.57858276367188,0.76,0.00552411563437533,Quarterly
ETN,2021-05-13,144.5045928955078,0.76,0.0052593484038916385,Quarterly
ETN,2021-08-12,166.4425811767578,0.76,0.004566139233282493,Quarterly
ETN,2021-11-10,171.8699951171875,0.76,0.004421946945898283,Quarterly
EBAY,2020-02-28,34.093875885009766,0.16,0.004692924927035006,Quarterly
EBAY,2020-05-29,44.984764099121094,0.16,0.0035567597875460696,Quarterly
EBAY,2020-08-31,54.27211380004883,0.16,0.002948107025819511,Quarterly
EBAY,2020-11-30,50.11863708496094,0.16,0.0031924251996072552,Quarterly
EBAY,2021-02-26,56.24934387207031,0.18,0.0032000373268242874,Quarterly
EBAY,2021-05-28,60.880001068115234,0.18,0.0029566359533832473,Quarterly
ECL,2020-03-16,163.54942321777344,0.47,0.0028737490524449833,Quarterly
ECL,2020-06-15,197.25115966796875,0.47,0.002382748982521305,Quarterly
ECL,2020-09-14,202.6529541015625,0.47,0.0023192358684515036,Quarterly
ECL,2020-12-14,215.09738159179688,0.48,0.0022315473877358703,Quarterly
ECL,2021-03-15,213.95997619628906,0.48,0.0022434102327607433,Quarterly
ECL,2021-06-14,212.3190460205078,0.48,0.002260748665730332,Quarterly
ECL,2021-09-13,223.96661376953125,0.48,0.0021431765740492696,Quarterly
ECL,2021-12-13,231.44000244140625,0.51,0.002203594860958044,Quarterly
EIX,2020-03-30,52.02308654785156,0.638,0.012263785990728533,Quarterly
EIX,2020-07-02,51.910274505615234,0.638,0.012290437800150456,Quarterly
EIX,2020-09-29,48.279273986816406,0.638,0.013214780325284475,Quarterly
EIX,2020-12-30,58.94786071777344,0.663,0.011247227497775812,Quarterly
EIX,2021-03-30,57.48394775390625,0.663,0.011533654627172795,Quarterly
EIX,2021-07-02,55.81157302856445,0.663,0.011879256649166215,Quarterly
EIX,2021-09-29,55.852840423583984,0.6625,0.011861527452778532,Quarterly
EIX,2021-12-30,67.62999725341797,0.7,0.010350436617304793,Quarterly
EA,2020-12-01,126.93126678466797,0.17,0.0013393075189929036,Quarterly
EA,2021-03-02,136.6572723388672,0.17,0.0012439879494920206,Quarterly
EA,2021-06-01,143.6199951171875,0.17,0.0011836791935641525,Quarterly
EMR,2020-02-13,69.5582275390625,0.5,0.0071882222662906425,Quarterly
EMR,2020-05-14,51.25974655151367,0.5,0.009754242532149923,Quarterly
EMR,2020-08-13,67.88445281982422,0.5,0.007365456731706697,Quarterly
EMR,2020-11-12,72.26879119873047,0.505,0.006987801949133352,Quarterly
EMR,2021-02-11,83.40518188476562,0.505,0.0060547796742139925,Quarterly
EMR,2021-05-13,93.2629165649414,0.505,0.005414799564501666,Quarterly
EMR,2021-08-12,103.0181884765625,0.505,0.004902046982848002,Quarterly
EMR,2021-11-10,96.52227020263672,0.515,0.0053355562288249165,Quarterly
EMR,2022-02-10,96.87000274658203,0.515,0.005316403276536206,Quarterly
ETR,2020-02-12,122.18052673339844,0.93,0.007611687597560353,Quarterly
ETR,2020-05-06,86.89845275878906,0.93,0.010702146821664075,Quarterly
ETR,2020-08-12,96.19532012939453,0.93,0.009667829981219832,Quarterly
ETR,2020-11-10,104.27613830566406,0.95,0.009110425601063881,Quarterly
ETR,2021-02-11,91.25074005126953,0.95,0.010410874470346644,Quarterly
ETR,2021-05-05,104.0158920288086,0.95,0.009133219755851199,Quarterly
ETR,2021-08-11,106.9643783569336,0.95,0.008881461422885178,Quarterly
ETR,2021-11-12,100.67942810058594,1.01,0.0100318408542303,Quarterly
ETR,2022-02-10,106.44999694824219,1.01,0.009488022817803173,Quarterly
EOG,2020-01-16,79.41464233398438,0.288,0.0036265352526401095,Quarterly
EOG,2020-04-15,36.72986602783203,0.375,0.010209675137825006,Quarterly
EOG,2020-07-16,44.382320404052734,0.375,0.008449310369219839,Quarterly
EOG,2020-10-15,35.69835662841797,0.375,0.01050468524093006,Quarterly
EOG,2021-01-14,58.71141052246094,0.375,0.006387174088698449,Quarterly
EOG,2021-04-15,69.08597564697266,0.413,0.005978058442865713,Quarterly
EOG,2021-07-15,73.578369140625,1.413,0.019204013577678456,Quarterly
EOG,2021-10-14,87.86634826660156,0.4125,0.0046946300618799395,Quarterly
EOG,2021-12-14,84.67749786376953,2.0,0.023619025720594992,Quarterly
EOG,2022-01-13,102.0,0.75,0.007352941176470588,Quarterly
EQT,2020-02-13,5.378793239593506,0.03,0.00557745922991961,Irregular
EQT,2022-02-11,22.93000030517578,0.125,0.005451373673631609,Irregular
EFX,2020-03-03,148.89633178710938,0.39,0.0026192720486735597,Quarterly
EFX,2020-05-21,144.7756805419922,0.39,0.0026938225987953863,Quarterly
EFX,2020-08-24,157.67532348632812,0.39,0.00247343713256321,Quarterly
EFX,2020-11-23,171.13287353515625,0.39,0.002278930937952616,Quarterly
EFX,2021-02-19,175.4348602294922,0.39,0.0022230473435543427,Quarterly
EFX,2021-05-24,236.40206909179688,0.39,0.0016497317536106665,Quarterly
EFX,2021-09-03,277.3827819824219,0.39,0.0014059993097362289,Quarterly
EFX,2021-11-23,282.4294738769531,0.39,0.001380875709062548,Quarterly
EFX,2022-02-18,213.0399932861328,0.39,0.0018306421906247115,Quarterly
EQIX,2020-02-25,619.87744140625,2.66,0.0042911708384895265,Quarterly
EQIX,2020-05-19,640.2510375976562,2.66,0.004154620365756573,Quarterly
EQIX,2020-08-18,777.5724487304688,2.66,0.003420903099567048,Quarterly
EQIX,2020-11-17,744.947265625,2.66,0.0035707225500966147,Quarterly
EQIX,2021-02-23,656.1755981445312,2.87,0.0043738292129660164,Quarterly
EQIX,2021-05-18,715.3300170898438,2.87,0.004012134163858994,Quarterly
EQR,2020-03-20,51.965091705322266,0.603,0.011603943728598111,Quarterly
EQR,2020-06-19,56.54761505126953,0.603,0.010663579700987977,Quarterly
EQR,2020-09-24,48.50999450683594,0.603,0.012430428123734922,Quarterly
EQR,2020-12-31,57.521026611328125,0.603,0.010483123051236465,Quarterly
EQR,2021-03-26,71.11811828613281,0.603,0.008478852007500004,Quarterly
EQR,2021-06-25,77.47669219970703,0.603,0.0077829858616793165,Quarterly
EQR,2021-09-24,80.99739074707031,0.6025,0.0074385112216938,Quarterly
EQR,2021-12-31,90.5,0.6025,0.006657458563535912,Quarterly
ESS,2020-03-30,213.44268798828125,2.078,0.009735634514282773,Quarterly
ESS,2020-06-29,216.31309509277344,2.078,0.009606445689794125,Quarterly
ESS,2020-09-29,192.61056518554688,2.078,0.010788608599939506,Quarterly
ESS,2020-12-31,231.12120056152344,2.078,0.008990953642294037,Quarterly
ESS,2021-03-30,272.78619384765625,2.09,0.007661678072927725,Quarterly
ESS,2021-06-29,298.3760070800781,2.09,0.007004584652944584,Quarterly
ESS,2021-09-29,322.0104064941406,2.09,0.006490473468713906,Quarterly
ESS,2021-12-31,352.2300109863281,2.09,0.005933622731769791,Quarterly
EL,2020-02-27,179.8702850341797,0.48,0.0026685897557163956,Semi-Annually
EL,2020-08-28,220.47190856933594,0.48,0.002177148114309744,Semi-Annually
EL,2020-11-27,243.75157165527344,0.53,0.0021743449545816858,Semi-Annually
EL,2021-02-25,287.5606689453125,0.53,0.001843089327702162,Semi-Annually
EL,2021-05-27,301.914794921875,0.53,0.001755462166526637,Semi-Annually
EL,2021-08-30,342.16180419921875,0.53,0.001548974764265082,Semi-Annually
EL,2021-11-29,339.35394287109375,0.6,0.0017680655038916542,Semi-Annually
EL,2022-02-25,300.3299865722656,0.6,0.0019978025066625426,Semi-Annually
EVRG,2020-03-06,65.57855987548828,0.505,0.007700687556402974,Quarterly
EVRG,2020-05-19,54.68558120727539,0.505,0.009234609724378583,Quarterly
EVRG,2020-08-19,49.258602142333984,0.505,0.010252016460816115,Quarterly
EVRG,2020-11-19,51.84756088256836,0.535,0.010318711061678353,Quarterly
EVRG,2021-03-05,53.97737503051758,0.535,0.009911560161966438,Quarterly
EVRG,2021-05-20,60.88394546508789,0.535,0.008787209762987191,Quarterly
EVRG,2021-08-19,68.00222778320312,0.535,0.007867389311209413,Quarterly
EVRG,2021-11-18,65.06999969482422,0.5725,0.00879821734570467,Quarterly
ES,2020-03-03,87.28931427001953,0.568,0.0065070965988225865,Quarterly
ES,2020-05-19,74.43287658691406,0.568,0.007631036526403162,Quarterly
ES,2020-09-16,79.85401153564453,0.568,0.007112980163137592,Quarterly
ES,2020-12-21,80.73060607910156,0.568,0.007035745519406376,Quarterly
ES,2021-03-03,75.57625579833984,0.603,0.007978696399157232,Quarterly
ES,2021-05-19,81.4742660522461,0.603,0.00740110993590689,Quarterly
ES,2021-09-15,84.07275390625,0.6025,0.0071664120896033825,Quarterly
ES,2021-12-16,90.18952941894531,0.6025,0.006680376357229759,Quarterly
ES,2022-03-02,80.75,0.6375,0.007894736842105263,Quarterly
EXC,2020-02-19,33.05510330200195,0.383,0.011586713146856326,Quarterly
EXC,2020-05-14,24.42584228515625,0.383,0.01568011434482862,Quarterly
EXC,2020-08-13,26.031919479370117,0.383,0.014712706848356743,Quarterly
EXC,2020-11-13,29.803064346313477,0.383,0.012851027516818941,Quarterly
EXC,2021-03-05,27.921722412109375,0.383,0.013716918832840222,Quarterly
EXC,2021-05-13,31.676176071166992,0.383,0.012091105919461755,Quarterly
EXPE,2020-03-09,86.30000305175781,0.34,0.00393974493600061,Irregular
EXPD,2020-05-29,75.57147979736328,0.52,0.006880902708195255,Semi-Annually
EXPD,2020-11-30,88.95552825927734,0.52,0.005845617581904115,Semi-Annually
EXPD,2021-05-28,125.69000244140625,0.58,0.0046145277168753536,Semi-Annually
EXR,2020-03-13,91.6321029663086,0.9,0.009821885243983903,Quarterly
EXR,2020-06-12,92.64128875732422,0.9,0.009714890758456185,Quarterly
EXR,2020-09-14,107.51647186279297,0.9,0.008370810392183759,Quarterly
EXR,2020-12-14,106.98833465576172,0.9,0.008412132059965022,Quarterly
EXR,2021-03-12,129.2430419921875,1.0,0.007737360438022251,Quarterly
EXR,2021-06-14,157.93475341796875,1.0,0.006331728630705715,Quarterly
