Ticker,Market Cap
NUVL,6834549760
NUWE,5878615
NVAC,68869672
NVAX,1416035328
NVCR,1922731776
NVCT,97957472
NVDA,3348272775168
NVEC,378262080
NVEE,1445510016
NVEI,4839360512
NVFY,3399128
NVGS,1102225408
NVMI,5055653376
NVNI,21498284
NVNO,58307200
NVR,28249219072
NVRI,593000512
NVRO,163376176
NVST,3780970752
NVT,12825157632
NVTS,476329792
NVVE,3154191
NWBI,1898259968
NWE,3385156864
NWFL,252139248
NWL,3897920000
NWN,1734906368
NWPX,551827392
NWS,17172525056
NWSA,17142092800
NWTN,329115040
NX,1458199808
NXE,4729771520
NXGL,22137942
NXL,49517160
NXPI,58341511168
NXPL,23886052
NXST,5246734336
NXT,5706585600
NXTC,32767838
NXTT,14618370
NXU,4115464
NYAX,1077948800
NYT,8994516992
NYXH,312000128
OABI,469530464
OAKU,68547600
OB,260659344
OBDC,5941053952
OBDE,1832850688
OBE,422003584
OBIO,216296816
OBK,1087787648
OBLG,3961457
OBT,335341088
OC,17772791808
OCC,18906782
OCEA,23907810
OCFC,1238271744
OCG,21440114
OCGN,267286112
OCS,638822336
OCSL,1317158400
OCTO,4310709
OCUL,1530507392
OCX,44613280
ODC,510692544
ODD,2688680704
ODFL,47947382784
ODP,785181440
ODV,237470624
OEC,1054548096
OESX,27259910
OFG,2113143936
OFIX,722821632
OFLX,491835680
OFS,108323640
OGE,8827645952
OGEN,3701669
OGI,161230912
OGN,4048513280
OGS,4395601408
OI,1928448256
OII,2970658816
OIS,344586048
OKE,65904717824
OKLO,3130097664
OKTA,12902717440
OKUR,197956704
OLB,3680535
OLED,7818791424
OLLI,6091896320
OLMA,535161472
OLN,4884789248
OLO,1148963456
OLPX,1335789952
OM,47508476
OMC,20435990528
OMCC,39424952
OMCL,2126404224
OMER,720605760
OMEX,8190187
OMF,6797096448
OMGA,44409228
OMH,9059950
OMI,1011670080
OMIC,53073908
ON,30367201280
ONB,7452780544
ONCO,6002896
ONCT,2216178
ONCY,72070352
ONDS,65698712
ONEW,339761888
ONFO,6491288
ONIT,243764880
ONMD,29583958
ONON,18837250048
ONTF,268647648
ONTO,8027320832
ONVO,6916146
OOMA,391012000
OP,10866461
OPAD,111411776
OPAL,637739008
OPBK,260685920
OPCH,4008647424
OPEN,1591030656
OPFI,881650048
OPHC,48129300
OPK,1039543232
OPOF,111709400
OPRT,134171832
OPRX,90999248
OPTN,75415000
OPTT,31986936
OPTX,31533594
OPXS,59590904
OPY,616887872
OR,3624804352
ORA,4884082176
ORCL,529521836032
ORGN,175500000
ORGO,519701856
ORI,9815190528
ORIC,694379264
ORIS,145062384
ORKA,661648576
ORKT,73414032
ORLA,1445385088
ORLY,71008763904
ORMP,96345920
ORN,348167520
ORRF,774664512
OS,7537408512
OSBC,843245760
OSCR,3990921472
OSIS,2840818944
OSK,7393335808
OSPN,700236800
OSS,49359364
OST,3547257
OSTX,41516824
OSUR,288306592
OSW,2002693376
OTEX,8051456000
OTIS,40703078400
OTLK,116823176
OTRK,7739755
OTTR,3346838016
OUST,472322976
OVBC,127197000
OVID,77400800
OVLY,262379904
OVV,11857758208
OWL,36395438080
OWLT,74247144
OXBR,19301406
OXM,1258292224
OXSQ,179235408
OXY,46744494080
OZK,5683603968
PAAS,7929559552
PACB,520937568
PACK,655235712
PACS,2555781632
PAG,11239926784
PAGS,2553622016
PAHC,959125248
PAL,271379200
PALI,3668400
PALT,18104500
PAMT,417566176
PANL,267341968
PANW,129279598592
PAPL,4492090
PAR,2787142400
PARA,7663405056
PARAA,8034105344
PARR,970768960
PASG,42230304
PATH,7834151936
PATK,3087140608
PAVM,9828862
PAVS,65040708
PAX,1882939008
PAY,4796539392
PAYC,13561526272
PAYO,3954838016
PAYS,183135536
PAYX,52473126912
PB,8067968000
PBA,23914035200
PBBK,33203804
PBF,3632130560
PBFS,309608896
PBH,4102879744
PBHC,108703248
PBI,1498124672
PBM,2704192
PBPB,302065344
PBYI,152166960
PC,13124800
PCAR,60640653312
PCB,306448704
PCG,56058740736
PCOR,11925826560
PCRX,764628160
PCSA,3201927
PCSC,111892424
PCT,2269275392
PCTY,11788775424
PCVX,11388083200
PCYO,340634368
PD,1931420672
PDCC,137736576
PDCO,1881014272
PDEX,160652864
PDFS,1179859328
PDLB,287244544
PDS,867885568
PDSB,77960568
PDYN,175073504
PEBK,167015232
PEBO,1268713728
PECO,5351978496
PED,73985760
PEG,46783328256
PEGA,8217786880
PEGY,6061231
PEN,9515739136
PENG,970941952
PENN,3212840192
PEP,222628708352
PEPG,158415104
PERF,187402160
PERI,400953184
PESI,210828960
PET,9958220
PETS,96910408
PETZ,11975028
PEV,11799040
PFBC,1269082624
PFC,1010363456
PFE,145811652608
PFG,19767506944
PFGC,13720967168
PFIE,116423240
PFIS,572393600
PFLT,812033024
PFMT,239571680
PFS,2788528640
PFSI,5398984192
PFTA,88050696
PFX,96176872
PG,420657233920
PGC,650112704
PGEN,249202224
PGHL,502800032
PGNY,1286666240
PGR,156411789312
PGRU,1092225408
PGY,768964416
PH,90816462848
PHAT,597618432
PHGE,9817181
PHIN,2350632704
PHIO,2661686
PHM,27714781184
PHR,1171931392
PHUN,87309192
PHVS,1279901184
PHX,142801840
PI,5507790336
PII,3809111552
PIII,129905720
PIK,4488772
PINC,2192717824
PINS,20994535424
PIPR,5440848896
PIRS,22430878
PITA,61310324
PJT,6487288320
PKBK,282140416
PKE,303419360
PKG,22087514112
PKOH,459170144
PL,1118055552
PLAB,1608552960
PLAG,19808972
PLAO,119688984
PLAY,1412095744
PLBC,282157760
PLBY,108847848
PLCE,193445344
PLG,162247040
PLL,240248736
PLMJ,113349872
PLMR,2887694336
PLNT,8509289984
PLOW,595940672
PLPC,694430656
PLRX,822740672
PLRZ,3900409
PLSE,1261092352
PLTK,3199740928
PLTR,148447182848
PLUG,1890733824
PLUR,29632106
PLUS,2230679552
PLX,123704448
PLXS,4434212864
PLYA,1189123968
PM,205190905856
PMAX,45847492
PMCB,13361530
PMD,13734091
PMEC,27450722
PMN,31545078
PMNT,13274694
PMTS,332773312
PMVP,82536624
PNBK,7514772
PNC,84988936192
PNFP,9973900288
PNR,17975482368
PNRG,346248000
PNST,40484668
PNTG,1078883200
PNW,10571256832
POAI,5310924
POCI,32639872
PODC,52542132
PODD,18642382848
POET,367491104
POLA,7589120
POLE,293922560
POOL,14429504512
POR,5033414656
POST,6978155008
POWI,3805378816
POWL,3290157312
POWW,146071120
PPBI,2798706176
PPC,12012651520
PPG,28700719104
PPIH,123497112
PPL,25581729792
PPSI,65304124
PPTA,657925888
PPYA,106902536
PR,12523640832
PRA,844590528
PRAA,848462592
PRAX,1464092416
PRCH,352790016
PRCT,5363016704
PRDO,1805229440
PRE,55893688
PRFX,1700974
PRG,2031887744
PRGO,3848633856
PRGS,2991958528
PRI,10179277824
PRIM,4522642944
PRK,3151004928
PRKS,3131899136
PRLB,1009571008
PRLD,54413300
PRLH,80923216
PRM,1893652608
PRMB,10710936576
PRME,440700960
PRO,1095606912
PROC,141030000
PROF,189417840
PROK,1811824384
PROP,195726544
PROV,107599328
PRPH,17287164
PRPL,101315160
PRPO,8749156
PRQR,363261024
PRSO,3158391
PRTA,852394368
PRTG,5034152
PRTH,740021952
PRTS,55758140
PRU,45733576704
PRVA,2638222080
PRZO,6832566
PSBD,516795680
PSEC,2078378624
PSFE,1134024192
PSHG,22377960
PSIG,13209898
PSMT,2790648576
PSN,10304677888
PSNL,263870624
PSQH,71106080
PSTG,17837914112
PSTV,7517820
PSTX,911297792
PSX,55074144256
PTC,23953123328
PTCT,3601356800
PTEN,3253792768
PTGX,2727800576
PTHL,97168008
PTIX,4892270
PTLE,86592184
PTLO,705107776
PTMN,155330848
PTN,22480430
PTON,3757371392
PTPI,2782139
PTVE,2441047040
PUBM,752320768
PULM,22826750
PUMP,861009408
PVBC,205854176
PVH,6028481024
PW,3903532
PWM,18402516
PWOD,237853120
PWP,2309488896
PWR,51420639232
PWUP,89260280
PX,1556024576
PXLW,44209696
PXS,42590380
PYCR,3219489536
PYPD,23540042
PYPL,87361339392
PYXS,106740928
PZG,26516160
PZZA,1601723264
QBTS,610440896
QCOM,175226929152
QCRH,1582977536
QDEL,2751471872
QETA,94147920
QGEN,9605947392
QIPT,106829408
QLGN,3269753
QLYS,5721290752
QMCO,106604496
QMMM,18496774
QNCX,89323248
QNST,1278576640
QNTM,9711497
QOMO,28630496
QRHC,147819680
QRTEA,193869888
QRTEB,191664320
QRVO,6433487360
QS,2646912768
QSI,181959056
QSR,31213381632
QTI,10432589
QTRX,474364416
QTTB,323763008
QTWO,6471967232
QUAD,373171328
QUBT,833496000
QUIK,111921032
QURE,296845472
QXO,7402494464
R,7201597952
RACE,77745807360
RAIL,187428480
RAMP,1993824256
RAND,42586576
RANI,116808048
RAPP,816936064
RAPT,39852460
RARE,4337873408
RAVE,42531236
RAY,22897030
RAYA,33039998
RBA,17943201792
RBB,431984384
RBBN,676806848
RBC,10617005056
RBCAA,1506534272
RBKB,108659592
RBLX,32673392640
RBOT,76156960
RBRK,9207990272
RCAT,632400064
RCEL,338141504
RCFA,120542160
RCI,19247292416
RCKT,1273464704
RCKY,164579392
RCL,65758760960
RCM,6044457984
RCMT,177293408
RCON,67451080
RCUS,1457779840
RDCM,197338688
RDDT,24343013376
RDFN,1158593152
RDI,42791112
RDIB,40411144
RDN,5199250944
RDNT,6017630720
RDUS,553639936
RDVT,513740832
RDW,911989632
RDWR,1015016768
RDZN,69467408
REAL,574232384
REAX,1056352512
REBN,4480523
RECT,54375000
REE,139971264
REFI,315722752
REFR,65225640
REGN,82469691392
REI,296461568
REKR,93337400
RELI,2542995
RELL,203485488
RELY,4093920768
RENB,80326672
RENE,151056512
RENT,38385848
REPL,963316992
REPX,748034560
RES,1357548160
RETO,20322070
REVB,3191014
REVG,1605196800
REX,756004480
REYN,5835754496
REZI,4006456832
RF,24916506624
RFAC,53281780
RFAI,152677120
RFIL,42708548
RFL,46264124
RGA,15305546752
RGC,79378688
RGCO,214627552
RGEN,8125552128
RGF,10136146
RGLD,9557981184
RGLS,99887648
RGNX,474642048
RGP,284506048
RGR,638050432
RGS,50449944
RGTI,452030176
RH,7148923904
RHI,7728492544
RICK,475017952
RIG,3730925312
RIGL,472522400
RILY,180559984
RIME,3624876
RIOT,3810117888
RITR,258205120
RIVN,12135767040
RJF,33999892480
RKDA,3767234
RKLB,12902703104
RKT,27663216640
RL,13807557632
RLAY,801764608
RLGT,357260768
RLI,8257030144
RLMD,82677312
RLYB,44806608
RM,315234016
RMAX,421813408
RMBI,145428368
RMBL,210103744
RMBS,6237216768
RMCF,22299602
RMCO,15156893
RMD,36506697728
RMNI,190931984
RMR,372371968
RMTI,71747736
RNA,5263912960
RNAC,464076064
RNAZ,6217378
RNG,3501020672
RNGR,368825408
RNR,14513075200
RNST,2422488832
RNW,2190291200
RNXT,31921730
ROAD,5605027328
ROCK,2212624896
ROCL,55489704
ROG,1939769344
ROIV,9219486720
ROK,33394931712
ROKU,9702197248
ROL,25024038912
ROLR,48065920
ROMA,10895220
ROOT,1628836992
ROP,59991941120
ROST,51306987520
RPAY,746796288
RPD,2729892864
RPID,45185908
RPM,17889579008
RPRX,15418918912
RPTX,129657632
RR,58675980
RRBI,415851456
RRC,8718530560
RRGB,84564720
RRR,5100476416
RRX,11517728768
RS,17385334784
RSG,68660269056
RSI,3241897472
RSKD,657757760
RSLS,4033768
RSSS,112170544
RSVR,612440256
RTC,186168800
RTX,160394559488
RUM,2028712448
RUN,2504744960
RUSHA,4783821824
RUSHB,4751986688
RVLV,2732758784
RVMD,9868568576
RVNC,429573664
RVP,18405390
RVPH,38122968
RVSB,117773480
RVSN,9914206
RVTY,13942790144
RVYL,12497855
RWAY,383459296
RXO,4943488512
RXRX,2274279424
RXST,1852797952
RXT,611022720
RY,175415803904
RYAM,582366080
RYAN,19659098112
RYDE,11265179
RYI,806687040
RYTM,3819558912
RZLT,277547456
RZLV,383968096
S,8815654912
SA,1285364224
SABR,1456598912
SABS,27774564
SAFE,1479615232
SAFT,1265087872
SAG,32488750
SAGE,342570464
SAH,2361168128
SAIA,14759614464
SAIC,6139997184
SAIH,23317028
SAM,3592904704
SAMG,172426816
SANA,548125376
SAND,1731689600
SANG,205921472
SANM,4293583360
SANW,22844700
SAR,354542560
SARO,9826493440
SASR,1724183808
SATL,125268128
SATS,7181260288
SATX,75976560
SAVA,185706528
SAVE,118279448
SB,426044224
SBC,710072256
SBCF,2618766592
SBET,2398539
SBEV,12033645
SBFG,142218048
SBFM,5859004
SBGI,1188563456
SBH,1450275968
SBLK,2132666240
SBSI,1078827520
SBT,253196384
SBUX,114173648896
SBXD,255313648
SCCO,78076698624
SCHL,746766592
SCHW,149950316544
SCI,12734582784
SCKT,11656597
SCL,1718932480
SCLX,80177904
SCM,374478560
SCNX,62059152
SCOR,38146368
SCPH,173889344
SCPX,2892422
SCS,1540874496
SCSC,1230924544
SCVL,920916672
SCWO,148670080
SCWX,745343488
SCYX,46700492
SD,435029312
SDA,1017725120
SDGR,1578486016
SDHC,1640514304
SDIG,70179960
SDOT,19127610
SDRL,2588151552
SDST,326924224
SEAT,745804480
SEB,2514061312
SEDG,797393408
SEE,5234407424
SEED,18299614
SEER,141225008
SEG,414460704
SEI,1017141120
SEIC,10561514496
SELX,50154056
SEM,2743681280
SEMR,2028888704
SENEA,501334816
SENEB,498767680
SENS,181284288
SEPN,1109623424
SER,40376704
SERA,217494896
SERV,401784672
SES,118848816
SEZL,2411527424
SF,11986437120
SFBC,129269344
SFBS,5367683072
SFHG,265592992
SFIX,588551488
SFL,1411893248
SFM,15206676480
SFNC,3112954880
SFST,366050880
SFWL,97347048
SG,4942621696
SGA,82025392
SGBX,971788
SGC,275104096
SGD,3152164
SGHC,3369616384
SGHT,199072496
SGLY,6026003
SGMA,16828048
SGML,1566752512
SGMO,441288416
SGMT,164517984
SGN,4030944
SGRP,52996320
SGRY,2947456000
SHAK,5566612992
SHBI,552225088
SHC,3679274752
SHCO,944222656
SHEN,701090944
SHFS,23939520
SHIM,71818416
SHIP,165962528
SHLS,844330496
SHMD,99474144
SHOO,3196617472
SHOP,146520948736
SHOT,50744872
SHPH,3181150
SHW,100373495808
SHYF,489821888
SIBN,537647680
SIDU,12225382
SIEB,115548200
SIF,24101532
SIG,4505413632
SIGA,514113856
SIGI,6028333056
SII,1098409216
SILA,1441482112
SILC,89654272
SILO,3946324
SILV,1472426368
SIMA,306667008
SINT,5827969
SIRI,8966804480
SISI,3936724
SITC,830618624
SITE,6882967552
SITM,4944800768
SJ,38125800
SJM,12697959424
SJW,1826781056
SKE,998250752
SKGR,172339232
SKIL,126087584
SKIN,177494448
SKK,22968750
SKLZ,101135704
SKWD,2117074176
SKX,9503687680
SKY,5927464960
SKYE,128786080
SKYH,817961600
SKYQ,19552624
SKYT,402693184
SKYW,4624905216
SKYX,101497480
SLAB,3556625408
SLB,61167276032
SLDB,238129424
SLDP,205912896
SLE,7241798
SLF,35497631744
SLGL,15447039
SLGN,6088382976
SLI,325491072
SLM,5832705024
SLND,143594912
SLNG,90880648
SLNH,25830058
SLNO,2505120768
SLP,641749056
SLQT,500791680
SLRC,906151936
SLRN,470528960
SLRX,2132916
SLS,83050760
SLSR,494712224
SLVM,3863392000
SLXN,4795800
SM,5095033344
SMAR,7799351808
SMBC,750610432
SMBK,622669760
SMCI,20859289600
SMG,4443409920
SMHI,188264496
SMID,251279376
SMLR,412213792
SMMT,14077955072
SMP,713756672
SMPL,4014392320
SMR,2715465472
SMRT,360104000
SMSI,14632777
SMTC,4793483264
SMTI,328274272
SMTK,12997431
SMWB,997112576
SMX,1844710
SMXT,53887964
SN,13951890432
SNA,19457142784
SNAL,33258600
SNAP,19388549120
SNAX,3607301
SNBR,313865120
SNCR,99829952
SNCY,740892480
SND,100431160
SNDA,482470976
SNDL,520497600
SNDR,5753075200
SNDX,1404987648
SNES,2429054
SNEX,3358630912
SNFCA,320193824
SNGX,8457015
SNOA,3875826
SNOW,58279550976
SNPS,84860215296
SNPX,3662451
SNSE,13330241
SNT,68309952
SNTG,5358180
SNTI,9636144
SNV,8243485696
SNX,10241191936
SNYR,53092752
SO,97088208896
SOAR,8773365
SOBO,5246220800
SOBR,4696131
SOC,2188284672
SOFI,16849666048
SOLV,12282158080
SON,5080513024
SOND,40459464
SONM,15735397
SONN,2337068
SONO,1635692288
SOPA,3543246
SOPH,217294096
SOTK,73479344
SOUN,2869260288
SOWG,35653992
SPAI,57651888
SPB,2572462848
SPCB,7097220
SPCE,205593552
SPFI,643623552
SPGC,2993967
SPGI,161868005376
SPHL,49910000
SPHR,1443901696
SPI,9860167
SPIR,397106400
SPKL,173253152
SPMC,N/A
SPNS,1542137600
SPNT,2500845312
SPOK,332467360
SPOT,96640245760
SPPL,18497640
SPR,3779765248
SPRB,21274970
SPRC,2382133
SPRO,60787792
SPRU,42972004
SPRY,1364484480
SPSC,7273560064
SPT,1882690432
SPTN,635940416
SPWH,71862760
SPXC,8276650496
SQ,55721279488
SQFT,8133012
SR,4196645632
SRAD,5103558144
SRBK,98128408
SRCE,1603120896
SRDX,566879808
SRE,59053367296
SRFM,55532480
SRI,184956496
SRL,103756096
SRM,8603430
SRPT,12227463168
SRRK,3511498496
SRTS,141118752
SRZN,31133084
SSB,8490591744
SSBI,50553136
SSBK,376909728
SSD,7949619200
SSKN,12346634
SSNC,19079174144
SSP,167543248
SSRM,1150996480
SSSS,117708224
SST,91910704
SSTI,168937664
SSTK,1105439104
SSY,5295939
SSYS,699572992
ST,4871364608
STAA,1381696256
STAF,3597238
STBA,1662762752
STBX,50385348
STC,2079543296
STCN,63102976
STE,21107568640
STEL,1692341120
STEM,63750740
STEP,7890739712
STFS,65245500
STGW,2104268032
STHO,146116016
STI,57942172
STIM,28220140
STKL,906745664
STKS,101354408
STLA,36357705728
STLD,21888262144
STN,9804827648
STNE,3242267136
STNG,2599511296
STOK,621302912
STR,3627908608
STRA,2433107712
STRL,6152140800
STRM,13091213
STRO,215208976
STRR,9665911
STRS,210079472
STRT,169313504
STRW,648484032
STSS,6454102
STT,28887101440
STTK,52036276
STVN,5457980416
STX,21586636800
STXS,194454224
STZ,42321575936
SU,49843896320
SUGP,24565500
SUM,8917221376
SUNS,103534728
SUP,70770944
SUPN,2002804096
SURG,43347228
SUUN,84028864
SVA,642436736
SVCO,230551120
SVII,110854728
SVM,720399936
SVMH,13100809
SVRA,592943680
SVT,28275436
SVV,1492750464
SW,28850452480
SWAG,21026248
SWBI,606851584
SWI,2266049024
SWIM,755031296
SWIN,39790200
SWK,13777652736
SWKH,197615104
SWKS,13780391936
SWTX,3086291968
SWVL,53483872
SWX,5591344640
SXC,1041054336
SXI,2554071296
SXT,3306472192
SXTC,1590445
SXTP,2504231
SYBT,2296690688
SYBX,16374540
SYF,26060740608
SYK,148197720064
SYM,21707036672
SYNA,3237920512
SYNX,13349625
SYPR,32000580
SYRA,3609016
SYRE,1639077120
SYRS,6842287
SYTA,3665124
SYY,37500190720
T,165211045888
TAC,3216249344
TACT,42544200
TAIT,16243337
TALK,566736704
TALO,2016462848
TANH,1246557
TAOP,2262133
TAP,12556845056
TAP-A,12497099776
TARA,59141512
TARS,1911727232
TASK,1332915968
TATT,243750528
TAYD,144472288
TBBB,3453546752
TBBK,2824638720
TBI,216666736
TBLA,1185133184
TBMC,100206640
TBN,248925248
TBNK,88121768
TBPH,459779712
TBRG,252607312
TCBI,4123470080
TCBK,1613303936
TCBS,46422876
TCBX,493405120
TCI,249245248
TCMD,457024768
TCPC,777715008
TCRT,3730912
TCRX,253243488
TCS,12804138
TCX,194285776
TD,97126440960
TDC,3004023040
TDG,70154174464
TDOC,1975616512
TDS,3876221440
TDUP,184856752
TDW,2619289344
TDY,22265180160
TEAM,68534243328
TECH,11893065728
TECK,23756664832
TECX,715063360
TEL,44937121792
TELA,115014128
TELO,131023368
TEM,9418419200
TEN,574178944
TENB,5110542848
TENX,17726332
TER,17771390976
TERN,493494976
TETE,73023544
TEX,3643605760
TFC,63676223488
TFFP,1143793
TFII,12594574336
TFIN,2567245824
TFPM,3380595200
TFSL,4019781632
TFX,8779716608
TG,241408928
TGAA,81048360
TGB,595207616
TGI,1472749824
TGL,3668143
TGLS,3731426816
TGNA,3031510528
TGT,58526228480
TGTX,5315181056
TH,822201408
THAR,3373310
THC,13734858752
THCH,137456528
THCP,107758000
THFF,586990592
THG,5875246080
THM,92987888
THO,6004808192
THR,1091397248
THRD,567735872
THRM,1313419648
THRY,675708096
THS,1807155328
THTX,55896920
TIGO,4398897664
TIL,173131872
TILE,1566034688
TIPT,813374848
TIRX,4148769
TISI,75890264
TITN,357093216
TIVC,2140088
TIXT,1038083392
TJX,142043938816
TK,676550720
TKNO,358760832
TKO,11033113600
TKR,5369575424
TLF,34531428
TLGY,110292992
TLN,10994936832
TLPH,13095455
TLRY,1223952512
TLS,230894112
TLSA,99659696
TLSI,129595672
TLYS,121512160
TMC,282108832
TMCI,521426720
TMDX,2701029632
TMHC,7633571840
TMO,195354230784
TMP,1110114176
TMQ,203100400
TMTC,18000642
TMUS,282370441216
TNC,1668544256
TNDM,2020537472
TNET,4616517120
TNFA,3829547
TNGX,410336768
TNK,1407234048
TNL,3807008256
TNON,7559182
TNXP,35883648
TNYA,261340480
TOI,12671261
TOL,16511950848
TOMZ,15021408
TOON,25984898
TOP,60728148
TOPS,35343708
TORO,48704720
TOST,24756279296
TOVX,3589082
TOWN,2784779520
TOYO,228043824
TPB,1095975168
TPC,1508286976
TPCS,31648372
TPET,3211728
TPG,26471196672
TPH,4075848704
TPIC,95363216
TPL,35923206144
TPR,14217526272
TPST,41769852
TPVG,328085408
TPX,9795765248
TR,2321080576
TRAK,425846528
TRAW,13009866
TRC,430908288
TRDA,725760896
TREE,583919424
TREX,8077585920
TRGP,44029104128
TRI,72032780288
TRIN,847948992
TRIP,1948613888
TRMB,17717291008
TRMD,2085488256
TRMK,2440815872
TRML,595421184
TRN,3090971904
TRNR,1693931
TRNS,977699456
TROO,172716608
TROW,27478847488
TROX,1890362240
TRP,50535829504
TRS,1077381504
TRSG,49598532
TRST,718117888
TRT,29157058
TRU,19555291136
TRUE,366093600
TRUG,7171385
TRUP,2303063040
TRV,59702591488
TRVI,220604544
TRX,100116000
TSAT,618986688
TSBK,262079312
TSBX,12165592
TSCO,30164922368
TSE,153643376
TSEM,5360238080
TSHA,587161728
TSLA,1092299915264
TSLX,1962469248
TSN,22611599360
TSQ,156948992
TSVT,192424736
TT,93986897920
TTC,8849517568
TTD,64065908736
TTEC,252485872
TTEK,11172831232
TTGT,966216704
TTI,511422816
TTMI,2465610496
TTNP,3656936
TTOO,10102744
TTSH,292960416
TTWO,33072320512
TU,22773659648
TUSK,171814816
TVGN,243320896
TVTX,1653651712
TW,29673549824
TWFG,501605024
TWG,16441600
TWI,453340896
TWIN,174399664
TWKS,1451529600
TWLO,16130259968
TWST,2763634176
TXG,1804915072
TXMD,15972374
TXN,183218798592
TXNM,4367052288
TXO,730711552
TXRH,13632353280
TXT,15763881984
TYGO,60743200
TYL,26871742464
TYRA,809141952
TZOO,235084640
TZUP,37464904
U,9547308032
UA,3967170304
UAA,3966544128
UAL,32295622656
UAMY,83942632
UAVS,28357044
UBCP,76297568
UBER,150926770176
UBFO,169243760
UBS,99549298688
UBSI,5822573568
UBX,20468180
UBXG,8117010
UCAR,21572446
UCB,4117787392
UCTT,1681192448
UDMY,1169396480
UEC,3383197440
UEIC,149885984
UFCS,763304064
UFI,101565632
UFPI,8276776960
UFPT,2353496064
UG,44840564
UGI,6368749056
UGRO,17615884
UHAL,11941781504
UHAL-B,12012831744
UHG,300135776
UHS,13372546048
UI,21718282240
UIS,576404096
UK,1741226
ULBI,131768184
ULCC,1242926592
ULH,1347471360
ULS,10725324800
ULTA,16989560832
ULY,7424835
UMAC,41585408
UMBF,6162993664
UNB,149394752
UNCY,59163720
UNF,3822035712
UNFI,1459987200
UNH,556155273216
UNM,13877599232
UNP,148836106240
UNTY,461353216
UONE,55802720
UONEK,53501472
UP,1748019072
UPB,1057460864
UPBD,1884127744
UPC,2795430
UPLD,109764000
UPS,114933997568
UPST,7153187840
UPWK,2251620608
UPXI,4840092
URBN,3645204480
URG,471510784
URGN,527492512
URI,56646893568
UROY,304206240
USAP,413180928
USAS,102769984
USAU,84991384
USB,83500605440
USCB,406732288
USEA,17789042
USEG,48642496
USFD,16303121408
USGO,155681952
USGOW,N/A
USIO,42458920
USLM,4494451712
USM,5596404224
USNA,733413376
USPH,1466024960
UTHR,16772938752
UTI,1394398464
UTL,968437952
UTMD,219522592
UTSI,28306710
UTZ,1392407808
UUU,4995842
UUUU,1381120768
UVE,640965312
UVSP,922983360
UVV,1404026880
UWMC,10204826624
V,604305227776
VABK,223429840
VAC,3404889344
VACH,316882528
VAL,3297049088
VALU,491152352
VANI,84753008
VATE,82088064
VBFC,116874928
VBNK,454897312
VBTX,1702077056
VC,2547291136
VCEL,2873152512
VCIC,367033664
VCIG,5669779
VCNX,9662670
VCSA,76284856
VCTR,4675294208
VCYT,3268157952
VECO,1533011456
VEEA,98138704
VEEE,4092648
VEEV,36563886080
VEL,678191104
VERA,3005314304
VERB,9063958
VERI,105356624
VERO,2395693
VERU,108777952
VERV,441098400
VERX,8576240640
VET,1582828160
VFC,7887603200
VFF,87735200
VFS,9338662912
VGAS,132364848
VGZ,73406344
VHC,20510160
VHI,746982720
VIAV,2272474112
VICR,2515746816
VIGL,89938984
VIK,20445081600
VINC,9100360
VINE,11822388
VINO,1236075
VINP,665025600
VIR,1050803584
VIRC,265843008
VIRT,5657582080
VIRX,5862269
VISL,10449140
VITL,1433233536
VIVK,52980324
VKTX,5922823680
VLCN,2383833
VLGEA,480704576
VLN,198398704
VLO,43995308032
VLTO,26737702912
VLY,5990620672
VMAR,2167947
VMC,38235619328
VMCA,84830384
VMD,334270720
VMEO,1108713984
VMI,7059072000
VNCE,21426460
VNDA,291248960
VNRX,66718660
VNT,5854795776
VOR,54938880
VOXR,133574736
VOXX,169239104
VOYA,7896163328
VPG,296941792
VRA,155089472
VRAR,13448908
VRAX,8825468
VRCA,100074104
VRDN,1748224384
VREX,679794048
VRM,9493323
VRME,7571189
VRN,3201564416
VRNS,5570688512
VRNT,1521614976
VRPX,4133562
VRRM,3907502592
VRSK,41496973312
VRSN,17691058176
VRT,49330409472
VRTS,1738653056
VRTX,118890831872
VS,4366935
VSAT,1131151232
VSCO,2883456512
VSEC,2369383936
VSEE,35559096
VSH,2495344128
VSME,3978805
VST,54397030400
VSTA,200429248
VSTE,59347532
VSTM,185814640
VSTO,2609372160
VSTS,2141308544
VTAK,3221863
VTEX,1198570752
VTGN,72949968
VTLE,1205440896
VTOL,1082710912
VTRS,15546509312
VTS,826464448
VTSI,90730200
VTVT,40167676
VTYX,179251648
VUZI,146494848
VVI,929067264
VVOS,16294477
VVPR,9091279
VVV,4997560832
VVX,1895839232
VXRT,137716400
VYGR,308088384
VYNE,42631548
VYX,2080044032
VZ,185960398848
VZIO,2286281472
VZLA,488499136
W,5739610112
WAB,34573955072
WABC,1545252736
WAFD,3027126272
WAFU,7277424
WAI,45924716
WAL,10325572608
WALD,404179776
WASH,647100992
WAT,22855088128
WATT,4216579
WAVS,38136040
WAY,5333805568
WBA,7604306944
WBD,25083664384
WBS,10649703424
WBTN,1505111424
WBUY,12288549
WBX,180418800
WCC,10340829184
WCN,49737875456
WCT,41573076
WD,3749105664
WDAY,71732846592
WDC,25215942656
WDFC,3798288640
WEAV,1026800256
WEC,32018186240
WEL,84919728
WELL,86102450176
WEN,3718132480
WERN,2495799040
WEST,753975744
WETH,20641496
WEX,7344792576
WEYS,353501952
WFC,259100901376
WFCF,63103936
